Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,HasMortgage,HasDependents,HasCoSigner,Default,LoanToIncome,EmploymentYears,CreditRisk,Education_high school,Education_master's,Education_phd,EmploymentType_part-time,EmploymentType_self-employed,EmploymentType_unemployed,MaritalStatus_married,MaritalStatus_single,LoanPurpose_business,LoanPurpose_education,LoanPurpose_home,LoanPurpose_other,InterestLevel_medium,InterestLevel_high,DTIBucket_medium,DTIBucket_high,DTIBucket_extreme,y_true,y_pred,cluster
24,126347,132788,484,75,2,9.64,60,0.3,0,1,1,0,1.050978654,6.25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49
63,109760,173783,436,67,4,17.88,60,0.62,0,0,0,0,1.583299927,5.583333333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17
45,91890,238871,472,41,4,23.55,60,0.75,1,0,0,0,2.599532049,3.416666667,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,24
27,81201,230803,781,5,4,9.06,36,0.33,0,0,1,1,2.842366473,0.416666667,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,25
62,149440,249256,686,65,3,10.48,60,0.43,1,1,1,0,1.667933619,5.416666667,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20
24,42713,49454,636,33,2,13.67,24,0.59,1,1,1,0,1.157820804,2.75,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,27
65,92525,108552,782,90,1,21.16,12,0.5,1,1,0,0,1.173218049,7.5,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,33
57,55793,225161,648,78,3,21.61,12,0.27,1,1,0,0,4.035649633,6.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
48,149208,97375,306,80,4,18.59,48,0.47,1,0,1,0,0.65261246,6.666666667,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,36
34,53822,28769,764,57,3,12.25,60,0.71,0,1,1,0,0.5345212,4.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20
43,70801,143549,332,100,4,20.78,24,0.89,0,0,0,0,2.027499612,8.333333333,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,26
55,123962,46889,837,21,2,21.67,12,0.78,1,1,1,0,0.378253013,1.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
55,31342,13134,578,66,3,7.8,36,0.48,1,1,0,0,0.419054304,5.5,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,41
66,95424,140248,528,25,2,23.32,24,0.41,1,0,0,0,1.469735077,2.083333333,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,36
28,137233,140828,501,81,3,7.92,36,0.2,0,0,0,0,1.026196323,6.75,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
46,101043,213472,301,28,1,24.82,24,0.67,0,0,1,1,2.112684699,2.333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,39
31,132458,170869,698,2,3,13.36,12,0.25,0,1,1,0,1.28998626,0.166666667,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20
57,30708,217381,409,102,2,3.65,48,0.32,0,1,0,0,7.07896965,8.5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,45
69,91001,207084,734,66,4,14.36,12,0.65,0,1,1,0,2.275623345,5.5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20
53,123116,29379,722,100,1,15.0,36,0.52,0,0,1,0,0.23862861,8.333333333,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,12
18,89059,90668,420,33,3,8.9,36,0.89,0,0,0,1,1.018066675,2.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18
18,110581,102936,820,60,2,21.7,24,0.48,1,1,1,0,0.930865158,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
34,44723,159961,594,22,3,10.04,60,0.74,0,0,0,0,3.576705498,1.833333333,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
40,89333,103874,373,36,4,18.43,12,0.81,0,1,1,1,1.162772995,3.0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,39
25,25920,58881,375,27,2,21.82,60,0.34,0,1,0,0,2.271643519,2.25,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17
62,26914,40935,687,45,4,6.47,36,0.3,1,1,1,0,1.520955636,3.75,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25
56,22124,90977,313,1,4,11.44,60,0.6,1,1,0,0,4.112140662,0.083333333,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19
18,116650,106887,715,31,3,9.66,48,0.18,1,0,0,0,0.916305186,2.583333333,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25
30,59524,123115,504,72,2,3.38,48,0.86,1,1,0,0,2.068325381,6.0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,45
38,121622,68621,731,0,4,23.52,24,0.38,0,0,0,1,0.564215356,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,6
54,104345,245839,441,77,4,11.11,12,0.55,0,1,0,0,2.356020892,6.416666667,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11
57,141861,12872,765,24,2,18.24,24,0.57,0,0,0,0,0.090736707,2.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,33
43,102131,24443,312,39,3,12.56,60,0.34,1,0,1,0,0.23932988,3.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
23,129334,69673,564,65,4,24.03,60,0.32,1,0,0,0,0.538705986,5.416666667,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,33
61,88443,228573,404,116,4,7.37,36,0.46,0,0,0,0,2.584410298,9.666666667,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41
33,43147,146027,582,72,4,6.9,24,0.34,0,0,0,0,3.384406795,6.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,45
32,90376,43966,646,59,1,13.8,24,0.12,0,0,0,0,0.486478711,4.916666667,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20
33,82749,159897,718,13,4,6.36,48,0.14,1,1,0,0,1.932313381,1.083333333,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,47
47,121179,27060,589,66,1,16.63,12,0.13,1,1,1,0,0.223306018,5.5,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,11
58,28953,65622,842,105,3,18.28,48,0.61,1,1,1,0,2.266500881,8.75,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,26
36,112582,196961,689,30,2,23.54,36,0.71,0,1,1,0,1.749489261,2.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34
44,28485,154777,563,108,1,22.74,36,0.49,1,1,1,0,5.433631736,9.0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,28
27,76541,108044,507,79,2,15.79,60,0.36,0,1,0,0,1.411583334,6.583333333,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14
34,113672,232773,419,113,2,14.48,36,0.77,1,0,0,0,2.047760222,9.416666667,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
48,23630,151087,344,91,4,4.92,36,0.78,1,1,0,0,6.393863733,7.583333333,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,32
44,99465,206873,539,26,2,10.59,48,0.19,1,1,0,0,2.079857236,2.166666667,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,41
39,33015,10889,811,106,2,13.56,60,0.66,1,0,0,0,0.329819779,8.833333333,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,42
22,87611,208932,400,69,1,3.71,24,0.85,0,0,0,0,2.384769036,5.75,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9
46,35504,141756,729,102,1,8.09,36,0.88,1,0,0,0,3.992676881,8.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13
38,36283,111710,709,110,3,12.03,48,0.74,1,1,0,0,3.078852355,9.166666667,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,13
65,43410,140548,525,98,4,18.58,48,0.59,0,0,0,0,3.237687169,8.166666667,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,36
58,20559,103171,840,66,1,15.97,24,0.23,1,0,1,0,5.018288827,5.5,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,37
63,32610,247235,676,69,3,24.55,48,0.76,0,1,0,0,7.581570071,5.75,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,26
57,148708,210188,480,93,4,6.16,12,0.59,0,0,0,0,1.413427657,7.75,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,27
51,84388,157715,343,113,2,17.05,36,0.74,1,0,1,0,1.868926862,9.416666667,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5
31,56860,236961,819,46,2,6.82,24,0.25,1,0,0,0,4.167446359,3.833333333,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15
47,83999,157212,319,37,1,8.66,12,0.88,0,1,1,0,1.871593709,3.083333333,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19
45,87992,51042,556,2,1,12.76,12,0.83,1,0,0,0,0.580075461,0.166666667,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,19
69,116202,192707,336,51,1,19.54,60,0.45,0,0,0,0,1.658379374,4.25,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,24
60,135009,6081,711,25,1,4.96,60,0.7,0,1,1,0,0.045041442,2.083333333,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,44
53,36890,214932,471,43,2,3.23,12,0.22,0,0,0,0,5.826294389,3.583333333,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,32
34,28028,236216,353,106,2,19.25,36,0.68,1,0,1,1,8.427857856,8.833333333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,39
63,83963,180514,326,90,1,3.05,48,0.14,1,1,0,0,2.14992318,7.5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,49
30,16916,48606,836,116,3,13.66,36,0.49,1,0,0,0,2.87337432,9.666666667,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,20
51,91685,209530,664,49,3,2.2,48,0.55,1,0,1,0,2.285324753,4.083333333,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12
61,126044,170389,468,65,2,18.04,48,0.44,0,0,0,1,1.351821586,5.416666667,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,29
59,145046,91131,580,77,3,14.28,48,0.52,0,0,1,0,0.628290335,6.416666667,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,41
47,112355,118813,499,78,4,24.66,24,0.74,0,0,0,0,1.057478528,6.5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,33
18,25992,44197,844,80,1,19.2,12,0.31,1,1,0,0,1.700407818,6.666666667,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,33
61,128336,68965,799,11,1,13.09,36,0.66,0,1,0,0,0.537378444,0.916666667,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,13
54,82305,40855,430,79,4,15.46,24,0.36,0,1,0,0,0.496385396,6.583333333,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
68,40322,6795,721,18,3,22.22,24,0.29,0,0,1,0,0.168518427,1.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,46
19,18381,7023,779,97,1,6.2,24,0.65,0,1,0,0,0.382079321,8.083333333,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,13
33,18563,168491,637,42,1,24.34,36,0.7,0,0,0,1,9.076711738,3.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,34
41,32391,7303,480,45,2,12.89,36,0.3,0,1,1,1,0.225463863,3.75,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,11
65,93497,217322,681,82,4,8.21,12,0.32,0,1,0,0,2.324374044,6.833333333,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25
69,144083,134113,754,112,2,20.09,36,0.6,0,0,0,0,0.930803773,9.333333333,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,34
55,18521,234847,767,47,4,20.65,60,0.55,0,1,0,1,12.68003887,3.916666667,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,23
63,54256,178893,458,45,3,4.4,36,0.41,1,0,0,0,3.297202153,3.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
39,30356,16362,498,115,2,11.96,12,0.51,0,0,0,0,0.539003821,9.583333333,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,45
69,53805,25411,317,95,1,9.68,48,0.44,0,0,0,0,0.472279528,7.916666667,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,35
43,97578,41490,681,94,4,20.47,36,0.64,0,1,1,1,0.425198303,7.833333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6
20,15190,230979,628,59,3,9.38,48,0.5,0,0,0,0,15.20599078,4.916666667,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,37
52,87101,76425,317,54,4,9.36,24,0.4,1,1,1,0,0.877429651,4.5,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,32
41,87294,183955,504,77,1,2.71,12,0.2,0,1,1,0,2.107304053,6.416666667,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32
25,48708,83013,713,33,1,6.64,48,0.22,1,0,1,0,1.704299088,2.75,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
39,33232,230119,779,74,3,5.29,24,0.72,0,1,1,0,6.924620847,6.166666667,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,22
64,23582,180435,577,49,4,14.54,48,0.79,0,1,1,0,7.651386651,4.083333333,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,11
62,95546,151385,471,116,4,2.46,36,0.76,1,1,0,0,1.58442007,9.666666667,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,41
23,60482,155440,827,21,2,21.56,36,0.86,1,1,0,1,2.570020833,1.75,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
47,78152,167772,622,51,4,18.24,12,0.84,0,1,0,0,2.146739687,4.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6
59,90914,31267,396,61,1,6.54,48,0.65,0,0,1,0,0.343918428,5.083333333,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,16
63,37060,82187,579,108,3,22.57,36,0.16,1,0,0,0,2.217674042,9.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,36
46,86079,51375,613,11,3,22.0,36,0.5,0,0,0,0,0.596835465,0.916666667,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
21,131460,166701,738,88,2,17.32,60,0.13,1,1,1,0,1.268073939,7.333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
38,54684,109052,336,94,3,4.48,60,0.76,0,0,1,0,1.994221344,7.833333333,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,31
38,41099,177605,665,77,4,2.25,36,0.67,1,0,0,0,4.321394681,6.416666667,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,43
54,139898,20041,393,91,2,15.57,12,0.75,0,0,1,0,0.143254371,7.583333333,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3
21,88064,194356,560,95,3,23.74,60,0.65,0,0,0,1,2.206985828,7.916666667,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,39
54,108499,131483,604,40,1,4.76,24,0.38,1,0,1,0,1.211836054,3.333333333,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,43
69,55627,71965,784,48,4,23.47,60,0.21,0,1,1,0,1.293706294,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23
58,42844,17798,740,68,1,14.67,12,0.88,0,0,0,0,0.41541406,5.666666667,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20
22,59004,32281,846,89,4,11.93,24,0.51,0,1,0,0,0.547098502,7.416666667,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,44
46,50669,45034,550,47,1,5.73,24,0.52,1,0,1,0,0.888788016,3.916666667,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16
68,122476,249143,822,67,1,5.79,36,0.23,1,0,0,0,2.034218949,5.583333333,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42
51,114061,117794,676,24,3,19.07,48,0.68,1,1,1,0,1.032728102,2.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34
68,50768,139832,539,41,3,21.02,24,0.63,1,1,0,0,2.754333438,3.416666667,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,29
34,97175,154831,828,113,3,17.71,24,0.66,0,0,0,0,1.593321328,9.416666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
52,84342,212621,329,86,1,22.01,24,0.44,1,1,1,0,2.52093856,7.166666667,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
47,66504,245254,820,4,3,16.88,48,0.33,0,1,1,0,3.687808252,0.333333333,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20
46,36957,249893,367,86,1,7.16,36,0.15,1,1,0,0,6.761723084,7.166666667,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
46,118543,210407,478,114,1,9.76,24,0.25,0,0,0,0,1.774942426,9.5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14
34,93186,216773,769,60,2,8.87,12,0.81,0,1,1,0,2.326239993,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36,83066,12418,359,72,1,20.57,24,0.49,0,0,1,0,0.149495582,6.0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,33
36,19699,189188,581,74,1,17.63,24,0.78,0,0,1,0,9.603939286,6.166666667,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,28
28,136586,14348,802,49,1,3.56,24,0.44,0,1,0,0,0.105047369,4.083333333,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40
65,30791,249530,417,52,4,10.06,60,0.23,0,0,0,0,8.103991426,4.333333333,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,16
29,74382,171933,572,60,4,24.27,12,0.37,1,1,1,0,2.31148665,5.0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,24
45,24769,207453,780,72,1,2.1,12,0.68,0,0,0,0,8.37550971,6.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,44
33,126513,39045,352,94,3,16.4,24,0.55,0,0,1,0,0.30862441,7.833333333,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,16
46,134941,61667,653,21,3,5.48,60,0.32,0,0,0,0,0.456992315,1.75,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
34,111882,102116,496,116,1,18.94,48,0.48,0,1,1,1,0.912711607,9.666666667,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,28
33,126109,206928,743,72,1,19.76,48,0.32,1,1,1,0,1.640866235,6.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6
62,42885,222766,439,116,1,16.16,24,0.72,1,0,0,0,5.19449691,9.666666667,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,27
47,27708,30664,828,60,2,8.29,36,0.67,0,0,0,0,1.10668399,5.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,37
65,97846,145586,502,91,4,5.08,24,0.73,1,0,0,0,1.487909572,7.583333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45
40,49302,194013,523,81,1,5.2,12,0.11,0,0,1,0,3.935195327,6.75,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9
18,79065,34259,584,29,2,11.11,36,0.82,0,1,0,0,0.433301714,2.416666667,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,11
22,97569,218352,363,58,1,18.03,60,0.79,0,1,1,0,2.237923931,4.833333333,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,24
21,63227,105207,598,58,2,14.12,12,0.48,1,0,1,0,1.663956854,4.833333333,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,16
56,50182,9156,371,114,3,6.54,36,0.85,1,0,0,0,0.182455861,9.5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41
53,120576,183842,814,104,3,15.3,36,0.55,0,1,1,0,1.524698116,8.666666667,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,37
51,30173,216122,683,8,2,12.37,36,0.17,0,1,1,0,7.162761409,0.666666667,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,42
52,108820,151621,651,81,2,15.37,36,0.6,0,0,0,0,1.393319243,6.75,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,43
40,52733,102993,345,98,1,24.66,12,0.42,0,1,1,0,1.95310337,8.166666667,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,36
34,138588,106024,645,83,3,8.77,48,0.59,0,0,1,0,0.765030161,6.916666667,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,13
35,111442,204711,463,102,2,8.91,36,0.29,1,0,1,0,1.836928627,8.5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
29,69845,184044,546,67,2,4.31,48,0.87,0,1,0,0,2.63503472,5.583333333,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18
49,68769,196952,767,100,4,11.62,12,0.36,0,0,0,0,2.863964868,8.333333333,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
55,82461,237730,319,96,2,7.09,12,0.13,0,0,1,0,2.882938601,8.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42
60,95430,65831,564,114,4,4.32,48,0.45,0,1,0,0,0.689835482,9.5,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49
66,88725,56103,612,16,4,5.59,24,0.76,0,1,0,0,0.632324598,1.333333333,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27
39,31907,168158,308,100,4,10.96,12,0.27,1,0,1,0,5.270254176,8.333333333,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30
28,139984,32404,471,80,4,19.17,12,0.14,0,1,1,0,0.231483598,6.666666667,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,26
49,46155,105610,580,119,1,15.46,36,0.81,0,1,0,0,2.288159463,9.916666667,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,16
37,111639,32345,496,108,3,21.88,24,0.26,0,0,0,1,0.2897285,9.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,29
69,92377,196548,315,73,3,6.08,24,0.38,0,0,1,0,2.127672473,6.083333333,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9
66,118855,26713,640,111,1,12.85,36,0.9,1,0,0,0,0.22475285,9.25,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,47
48,132768,208977,825,100,2,3.57,60,0.25,1,1,0,0,1.574001265,8.333333333,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,13
33,129674,98251,404,51,4,11.09,48,0.45,0,1,0,0,0.757676944,4.25,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
24,59193,90049,309,73,1,20.85,36,0.88,1,0,1,0,1.521277854,6.083333333,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
36,109606,164557,331,68,2,23.39,24,0.7,1,0,0,0,1.501350291,5.666666667,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29
33,51023,33125,304,100,2,7.5,12,0.1,0,1,0,1,0.64921702,8.333333333,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,7
66,42299,241414,309,83,3,8.26,48,0.87,1,0,1,0,5.707321686,6.916666667,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,41
67,125293,173434,425,2,4,19.15,48,0.27,1,1,0,0,1.384227371,0.166666667,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8
59,27659,167023,732,58,2,4.98,60,0.79,1,1,1,0,6.038649264,4.833333333,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12
29,128662,157254,569,8,2,21.49,36,0.21,0,0,1,0,1.222225677,0.666666667,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,28
23,36725,8388,750,98,1,19.6,60,0.37,1,0,0,0,0.228400272,8.166666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21,93252,129902,668,81,2,8.16,48,0.4,0,0,0,0,1.393021061,6.75,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,43
61,144422,194147,440,68,2,8.99,12,0.65,0,0,1,0,1.344303499,5.666666667,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,31
