Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,HasMortgage,HasDependents,HasCoSigner,LoanToIncome,EmploymentYears,CreditRisk,Education_high school,Education_master's,Education_phd,EmploymentType_part-time,EmploymentType_self-employed,EmploymentType_unemployed,MaritalStatus_married,MaritalStatus_single,LoanPurpose_business,LoanPurpose_education,LoanPurpose_home,LoanPurpose_other,InterestLevel_medium,InterestLevel_high,DTIBucket_medium,DTIBucket_high,DTIBucket_extreme,Default,prediction,cluster
49,109138,54778,795,73,2,2.21,48,0.13,1,1,0,0.501915007,6.083333333,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43
49,50906,209731,515,89,3,6.4,24,0.79,1,0,1,4.119966212,7.416666667,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,40
53,64234,75034,702,9,2,9.0,48,0.15,1,1,0,1.168135255,0.75,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,16
35,58014,218924,697,88,3,19.61,24,0.56,0,0,0,3.773640845,7.333333333,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,33
28,133547,163270,358,0,1,15.55,24,0.49,1,1,1,1.222565838,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,41
58,49412,210204,582,6,3,21.71,36,0.78,0,1,1,4.254108314,0.5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,34
21,23851,206528,334,0,3,8.7,48,0.44,0,1,0,8.659091862,0.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14
52,55467,10048,405,41,4,17.04,60,0.41,0,1,1,0.181152757,3.416666667,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,31
22,77997,157711,509,77,2,19.56,24,0.62,1,1,1,2.022013667,6.416666667,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5
45,51113,109975,325,92,1,24.15,60,0.61,1,0,0,2.151605267,7.666666667,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,10
22,33859,41961,354,118,1,4.88,12,0.6,1,1,1,1.239286453,9.833333333,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,35
39,78389,81583,716,21,3,11.39,24,0.56,0,0,0,1.040745513,1.75,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,31
29,74757,60592,625,84,3,19.19,48,0.9,0,0,1,0.810519416,7.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,4
49,110914,199700,372,20,1,17.92,12,0.52,0,1,0,1.800494076,1.666666667,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,21
27,18251,176526,381,1,1,13.01,60,0.1,1,0,0,9.672127555,0.083333333,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20
20,120538,29958,382,114,3,6.09,48,0.13,0,0,0,0.248535731,9.5,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
49,49483,228539,421,100,4,13.35,12,0.57,0,1,0,4.618535659,8.333333333,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,20
28,112922,36813,484,84,4,11.68,12,0.17,0,1,0,0.32600379,7.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,13
34,132060,182961,549,32,4,19.71,48,0.58,1,0,0,1.385438437,2.666666667,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,25
67,24482,135877,368,76,2,23.65,12,0.34,0,1,0,5.550077608,6.333333333,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,25
35,117399,58833,566,72,2,15.81,12,0.8,1,0,1,0.501137148,6.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,17
34,53809,99836,732,41,1,14.01,24,0.55,0,0,1,1.855377353,3.416666667,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,43
37,44282,129257,543,30,2,10.82,60,0.48,1,0,0,2.918951267,2.5,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2
46,123779,26386,821,80,1,17.67,12,0.86,0,1,1,0.213170247,6.666666667,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,39
62,94160,98505,461,67,3,19.64,48,0.53,0,0,0,1.04614486,5.583333333,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,29
39,88075,218307,841,57,1,24.14,36,0.77,1,0,0,2.478648879,4.75,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,24
47,101579,102644,535,23,3,22.79,12,0.89,0,0,1,1.010484451,1.916666667,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,21
44,50162,116899,819,57,1,24.36,12,0.77,0,0,1,2.330429409,4.75,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,39
36,45154,54617,831,34,4,5.54,60,0.79,0,1,0,1.209571688,2.833333333,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
47,91517,22775,731,87,1,11.29,24,0.65,1,1,1,0.248860867,7.25,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2
22,50266,196021,769,11,4,4.44,24,0.62,1,0,1,3.899673736,0.916666667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9
49,21894,10707,320,24,1,11.7,24,0.76,0,0,0,0.489038093,2.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,40
35,27386,154161,697,118,4,14.06,60,0.37,1,0,1,5.629190097,9.833333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
48,108015,9732,307,68,4,18.91,24,0.35,1,0,0,0.090098597,5.666666667,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5
36,60112,240386,695,10,3,14.39,48,0.3,0,1,0,3.998968592,0.833333333,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,43
20,111871,155695,816,28,3,16.85,36,0.34,0,1,1,1.391736911,2.333333333,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,19
23,54308,198406,640,34,3,20.4,12,0.87,1,0,0,3.653347573,2.833333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,24
59,112956,47509,500,72,2,24.69,12,0.22,1,0,0,0.420597401,6.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,29
22,68466,176833,570,29,4,18.27,36,0.73,1,0,1,2.582785616,2.416666667,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,46
50,24209,231678,683,13,3,11.26,36,0.62,1,1,0,9.569912016,1.083333333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,28
59,19423,89676,827,4,4,6.38,60,0.76,1,0,1,4.617000463,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11
26,65560,199613,713,41,2,14.82,60,0.85,1,1,0,3.044737645,3.416666667,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,6
53,44438,169876,812,77,1,20.7,24,0.64,1,0,1,3.822764301,6.416666667,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7
54,122179,17701,304,105,2,19.48,12,0.11,0,0,0,0.144877598,8.75,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,34
56,23880,107768,405,62,2,8.67,12,0.5,1,1,0,4.512897822,5.166666667,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3
18,120311,245640,702,80,4,13.96,60,0.78,1,0,1,2.041708572,6.666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,6
60,29720,122116,432,12,4,23.17,12,0.71,1,0,0,4.108882907,1.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,15
28,20845,167052,444,75,4,22.59,48,0.51,0,0,0,8.014008155,6.25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,10
23,51645,33002,751,95,1,16.18,12,0.79,0,0,1,0.639016362,7.916666667,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,47
51,65005,39279,753,4,1,17.93,48,0.71,0,0,0,0.604245827,0.333333333,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,45
43,40693,229148,427,110,1,13.01,12,0.44,0,1,0,5.631140491,9.166666667,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,32
66,77161,145327,325,110,4,14.59,36,0.43,0,0,0,1.883425565,9.166666667,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,17
33,50500,182824,816,68,2,14.39,60,0.33,1,0,1,3.620277228,5.666666667,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,43
42,136564,25483,595,28,2,14.43,24,0.52,0,1,0,0.186601154,2.333333333,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,17
64,86750,223629,640,24,3,18.42,36,0.88,1,1,0,2.577855908,2.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,4
49,84771,96453,487,79,1,2.21,60,0.19,0,0,0,1.137806561,6.583333333,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,40
53,135143,50970,595,91,2,19.36,24,0.85,1,1,0,0.37715605,7.583333333,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10
41,73987,134318,359,12,4,20.22,24,0.2,0,0,1,1.815427034,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,29
35,19914,20910,742,89,1,22.77,48,0.59,1,0,1,1.050015065,7.416666667,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,39
53,74101,186820,543,57,4,18.25,36,0.82,1,0,1,2.521153561,4.75,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,34
57,58279,55793,525,13,1,6.76,36,0.27,1,1,0,0.957343125,1.083333333,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41
61,145527,160554,667,82,3,5.86,24,0.33,0,1,0,1.103259189,6.833333333,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
55,88529,236482,334,66,2,10.52,48,0.7,0,1,0,2.671237674,5.5,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,17
37,88196,157095,404,43,4,5.82,36,0.84,0,0,0,1.781203229,3.583333333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
21,115273,199620,630,51,3,17.43,60,0.2,1,1,0,1.731715146,4.25,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,39
25,102550,164521,303,7,4,17.51,24,0.19,1,0,0,1.604300341,0.583333333,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,29
21,130564,173522,503,104,2,2.2,12,0.15,1,1,0,1.329018719,8.666666667,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,20
45,38050,106272,762,116,3,10.83,24,0.25,0,1,1,2.792956636,9.666666667,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,19
21,50106,209886,432,3,1,11.16,12,0.85,0,1,0,4.18883966,0.25,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,35
34,114638,217649,561,38,2,11.45,48,0.33,1,0,0,1.898576388,3.166666667,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2
24,123097,154827,645,53,1,20.43,36,0.62,0,0,1,1.257764202,4.416666667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,10
37,126326,173842,340,15,2,19.27,48,0.46,1,1,0,1.376137929,1.25,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,29
18,130824,44747,457,68,2,8.22,48,0.4,1,0,1,0.342039687,5.666666667,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14
28,77124,10154,385,14,2,17.43,36,0.74,1,0,1,0.131658109,1.166666667,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,34
24,81187,32860,351,13,4,18.25,60,0.61,1,1,1,0.404744602,1.083333333,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,24
29,41549,122038,789,113,4,23.22,48,0.63,1,1,1,2.937206672,9.416666667,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,48
27,129315,158304,736,39,4,8.77,24,0.39,0,1,0,1.22417353,3.25,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19
43,21677,142138,770,114,2,16.46,48,0.72,1,1,0,6.557088158,9.5,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2
25,63805,147958,782,12,3,4.92,36,0.45,1,1,0,2.318909176,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,16
32,61374,56334,527,52,2,18.69,48,0.14,0,1,0,0.917880536,4.333333333,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,23
24,69789,131926,758,56,1,13.38,36,0.37,1,1,1,1.890355214,4.666666667,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,12
52,52613,221705,549,6,2,3.56,60,0.56,1,1,0,4.213882501,0.5,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,13
60,125014,131150,549,102,4,10.2,48,0.39,1,0,0,1.049082503,8.5,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,40
40,58026,95669,572,50,1,22.37,60,0.68,1,0,0,1.648726433,4.166666667,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,23
69,147911,89180,794,45,3,15.57,12,0.38,0,1,0,0.60293014,3.75,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,19
25,58128,136917,466,30,3,11.04,36,0.5,1,0,0,2.355439719,2.5,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,40
61,82299,154093,323,99,4,21.41,36,0.58,0,0,0,1.872355679,8.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,26
41,41224,237310,712,30,2,16.21,48,0.21,0,0,0,5.756598098,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,19
26,78892,86433,536,30,1,22.52,48,0.41,1,1,0,1.095586371,2.5,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,15
24,126008,54430,547,9,4,7.61,12,0.26,0,0,0,0.431956701,0.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,42
34,60027,108475,720,74,4,13.31,60,0.74,1,1,0,1.80710347,6.166666667,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
20,118221,86300,809,51,4,20.54,36,0.76,1,1,0,0.72998875,4.25,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,33
50,61640,224106,449,109,2,6.1,12,0.31,0,0,1,3.635723556,9.083333333,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
48,69289,82330,798,36,4,18.47,36,0.26,0,0,1,1.188211693,3.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,21
61,104448,9877,365,18,3,6.42,48,0.3,0,1,0,0.094563802,1.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,76834,209569,514,47,3,18.16,36,0.79,1,0,0,2.727555509,3.916666667,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,21
29,57263,237254,628,10,4,15.48,48,0.44,1,1,0,4.143233851,0.833333333,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,47
53,80519,76190,671,56,1,10.0,60,0.87,1,1,1,0.946236292,4.666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28
22,20382,118774,795,92,3,11.08,36,0.31,1,0,0,5.827396723,7.666666667,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,6
33,136126,202594,594,45,4,19.49,36,0.79,1,0,1,1.488282914,3.75,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,46
58,67106,27189,784,48,3,20.17,60,0.14,1,1,1,0.405164963,4.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,45
45,61813,11559,646,50,2,23.6,36,0.4,1,1,1,0.186999498,4.166666667,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,7
27,87337,162060,463,105,1,9.01,12,0.79,0,0,0,1.855570949,8.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37
66,32506,49728,550,97,1,4.11,36,0.63,1,1,1,1.529809881,8.083333333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
64,121755,40289,523,71,3,18.4,60,0.45,0,1,1,0.330902222,5.916666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,26
45,95761,31720,485,94,4,15.37,12,0.48,0,1,0,0.33124132,7.833333333,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2
36,138960,18111,472,32,1,6.63,60,0.8,0,1,1,0.13033247,2.666666667,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8
45,124177,190488,726,72,2,5.51,24,0.69,1,1,1,1.534003882,6.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,36
36,140236,176358,841,107,3,2.58,12,0.15,1,0,0,1.257580079,8.916666667,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36
22,123252,41242,728,20,3,19.85,12,0.34,0,0,1,0.33461526,1.666666667,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,45
51,68850,233034,305,19,1,23.14,24,0.51,1,0,1,3.384662309,1.583333333,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,46
32,96532,109072,325,26,4,16.41,36,0.7,0,0,1,1.129905109,2.166666667,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,27
29,145644,95572,387,54,4,17.63,12,0.47,1,0,0,0.656202796,4.5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,25
56,113790,135922,571,95,1,19.34,36,0.37,0,0,0,1.194498638,7.916666667,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,23
33,146478,193584,599,117,2,14.64,60,0.14,0,0,0,1.321590956,9.75,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40
31,35244,200418,668,92,3,19.33,36,0.75,0,0,1,5.686584951,7.666666667,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,48
61,32269,131940,742,82,3,11.81,24,0.2,0,1,0,4.088753912,6.833333333,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,28
41,136514,37755,433,47,2,7.68,48,0.8,0,0,1,0.276565041,3.916666667,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
18,141166,177162,728,102,3,4.65,24,0.64,0,0,0,1.254990578,8.5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18
34,70616,129626,843,33,3,17.35,36,0.88,0,0,1,1.835646312,2.75,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,33
35,76784,173164,584,19,3,9.94,24,0.11,1,0,0,2.255209419,1.583333333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,27
62,140986,174512,574,53,1,21.87,24,0.52,0,0,0,1.237796661,4.416666667,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,44
52,17473,199618,668,18,1,12.59,60,0.78,0,1,0,11.42436903,1.5,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,31
19,83047,160041,476,63,1,17.51,48,0.59,0,1,0,1.927113562,5.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,15
69,146051,117967,443,111,2,11.8,24,0.74,0,0,0,0.807711005,9.25,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6
54,146826,53940,537,72,3,16.03,36,0.34,1,1,0,0.367373626,6.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2
69,103303,153301,816,47,2,24.93,60,0.55,1,1,1,1.483993688,3.916666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33
33,59778,54756,588,89,4,15.95,60,0.3,1,0,1,0.91598916,7.416666667,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,17
26,122538,98072,785,2,3,11.77,48,0.49,0,0,0,0.800339487,0.166666667,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,11
25,73600,43224,300,38,3,21.11,60,0.85,0,0,0,0.587282609,3.166666667,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,34
43,102898,217224,460,97,2,19.95,48,0.66,0,0,1,2.111061439,8.083333333,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,46
60,113682,101059,430,59,3,23.18,24,0.19,1,0,0,0.888962193,4.916666667,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
61,147085,183140,342,33,3,11.65,60,0.26,0,1,0,1.245130367,2.75,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,20
58,61516,236627,332,11,2,7.48,60,0.42,0,1,0,3.846592756,0.916666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
35,32889,49950,432,94,3,16.28,48,0.63,0,0,1,1.518744869,7.833333333,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17
35,64465,130823,738,39,2,14.1,36,0.61,1,0,1,2.029364772,3.25,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,43
29,43003,145600,509,0,3,24.36,60,0.66,1,1,0,3.385810292,0.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,29
51,82949,249181,470,5,2,24.39,36,0.14,0,1,0,3.004026571,0.416666667,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,23
35,15119,145843,350,68,2,23.49,60,0.4,0,1,1,9.646339044,5.666666667,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,26
32,83841,45163,727,4,2,6.95,36,0.56,0,1,0,0.538674396,0.333333333,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9
21,122447,7156,443,38,1,15.12,60,0.51,0,0,0,0.058441611,3.166666667,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,31
18,69494,90204,704,105,2,6.77,48,0.33,0,1,0,1.298011339,8.75,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19
48,139729,31952,418,91,3,9.76,24,0.7,0,1,0,0.228671214,7.583333333,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,12
20,30868,81466,798,60,4,2.11,60,0.79,0,1,1,2.639173254,5.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16
28,33291,201902,361,6,3,7.78,60,0.55,1,1,0,6.064762248,0.5,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,41
22,42397,198470,456,68,2,16.64,48,0.13,0,1,0,4.681227445,5.666666667,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,27
31,109230,15509,647,105,4,8.2,60,0.4,1,1,1,0.141984803,8.75,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
48,98867,74381,594,109,3,15.24,24,0.8,0,1,0,0.752333944,9.083333333,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,41
68,90341,233511,827,83,3,11.7,12,0.78,1,1,0,2.584773248,6.916666667,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,47
44,89172,120903,612,75,4,9.51,48,0.49,1,1,0,1.355840398,6.25,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,43
29,124057,132681,422,27,3,13.01,24,0.72,0,1,0,1.069516432,2.25,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,31
39,38429,96285,310,4,2,6.92,24,0.43,0,1,1,2.505529678,0.333333333,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22
33,138038,183259,725,52,3,5.39,12,0.62,1,1,1,1.327598198,4.333333333,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
28,22529,95107,604,5,4,16.67,48,0.8,1,0,0,4.221536686,0.416666667,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,38
51,107858,207432,687,59,4,11.3,36,0.52,1,0,0,1.923195312,4.916666667,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,19
26,65527,77794,680,70,2,12.97,24,0.6,0,0,1,1.187205274,5.833333333,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6
26,19735,162941,443,12,1,7.78,12,0.11,1,1,0,8.256447935,1.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,3
18,27363,113189,610,53,4,8.93,12,0.49,0,0,1,4.136571282,4.416666667,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,36
18,22327,201862,805,65,2,16.75,36,0.71,0,0,1,9.041160926,5.416666667,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,28
66,111596,217262,534,114,1,21.78,24,0.22,0,0,1,1.946861895,9.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
21,118271,222661,542,85,2,20.25,24,0.12,1,1,0,1.882633951,7.083333333,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,23
43,42253,206006,701,92,1,21.4,36,0.89,1,1,0,4.875535465,7.666666667,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,48
51,16872,142377,697,24,2,8.35,12,0.4,1,0,1,8.438655761,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,36
34,111800,195716,839,100,2,18.8,60,0.65,0,0,1,1.75059034,8.333333333,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,39
